datetime,latitude,longitude,magnitude,mag_type,depth,phasecount,azimuth_gap,location
2025-09-30 22:58:41.484307+00:00,-5.353410720825195,131.1208038330078,3.978619083857259,M,103,21.0,130.3907012939453,Banda Sea
2025-09-30 22:22:40.567392+00:00,-9.264260292053224,123.99542999267578,2.599899148819864,M,53,9.0,113.5059356689453,Timor Region
2025-09-30 22:03:40.970540+00:00,-8.541434288024902,116.0582504272461,2.3115881628551507,M,10,14.0,77.25762939453125,"Sumbawa Region, Indonesia"
2025-09-30 22:00:34.558059+00:00,0.5584353804588318,126.14222717285156,3.242768365975863,M,81,18.0,134.2088165283203,Northern Molucca Sea
2025-09-30 21:50:03.000692+00:00,-7.287899017333984,114.25345611572266,2.5535247704087767,M,14,14.0,121.30535888671876,Bali Sea
2025-09-30 21:25:04.409207+00:00,-7.299330711364746,114.15087890625,2.5479775239810785,M,10,13.0,111.1414566040039,Bali Sea
2025-09-30 21:11:08.075363+00:00,-7.2933349609375,114.15090942382812,2.4355049956587203,M,10,14.0,112.0794677734375,Bali Sea
2025-09-30 21:07:39.954107+00:00,-7.267845630645752,114.15090942382812,2.568099187116639,M,10,21.0,116.26290893554688,Bali Sea
2025-09-30 21:03:23.221055+00:00,-7.312018394470215,114.15804290771484,2.683143055317517,M,10,16.0,109.94861602783205,Bali Sea
2025-09-30 21:01:23.167039+00:00,-7.215221405029297,114.3593521118164,2.6468366751318464,M,10,11.0,137.57169342041016,Bali Sea
2025-09-30 20:48:46.428296+00:00,-7.32396411895752,114.1207504272461,2.531046856259981,M,18,13.0,182.88299560546875,Bali Sea
2025-09-30 20:35:35.514934+00:00,0.9060791730880736,126.11910247802734,2.9494919749829034,M,10,16.0,124.91506958007812,Northern Molucca Sea
2025-09-30 20:29:41.263598+00:00,-7.323217391967773,114.13504028320312,2.50629409454355,M,10,15.0,105.91563415527344,Bali Sea
2025-09-30 20:22:36.780252+00:00,-7.281444549560547,114.15300750732422,2.6877927254530696,MLv,13,20.0,114.20745086669922,Bali Sea
2025-09-30 20:20:15.673128+00:00,-7.308968544006348,114.19586181640624,3.0819127125414707,M,10,21.0,113.87227630615234,Bali Sea
2025-09-30 20:15:18.060607+00:00,-7.288141250610352,114.0967254638672,2.6606596062524743,M,13,17.0,106.4130859375,Bali Sea
2025-09-30 20:12:06.650903+00:00,-7.41202449798584,113.97869873046876,2.365594898455033,M,38,8.0,145.4003448486328,"Java, Indonesia"
2025-09-30 20:05:42.661471+00:00,-6.700261116027832,113.33625030517578,3.060131978364657,M,14,9.0,203.96527862548828,"Java, Indonesia"
2025-09-30 20:03:38.250955+00:00,-7.235247135162354,113.78710174560548,2.788409939814536,M,10,14.0,79.50053024291992,"Java, Indonesia"
2025-09-30 19:57:12.909817+00:00,-7.170746326446533,113.71392059326172,2.707865833224222,M,10,10.0,102.45694351196288,"Java, Indonesia"
2025-09-30 19:55:45.096948+00:00,-7.320392608642578,114.1174774169922,2.4228220882102374,M,21,10.0,127.886474609375,Bali Sea
2025-09-30 19:53:51.501068+00:00,-7.2800612449646,114.16460418701172,2.796351889127067,M,10,17.0,115.60740661621094,Bali Sea
2025-09-30 19:52:42.223883+00:00,-7.330087184906006,114.16526794433594,2.736299133572361,M,10,12.0,108.0300521850586,Bali Sea
2025-09-30 19:50:46.272154+00:00,-7.259274482727051,114.13360595703124,2.63689868510908,M,10,12.0,170.8377685546875,Bali Sea
2025-09-30 19:48:08.399542+00:00,-7.218807220458984,113.87938690185548,2.534776565117382,M,77,15.0,96.40090942382812,"Java, Indonesia"
2025-09-30 19:30:19.076291+00:00,-7.281254291534424,114.14417266845705,2.750630083978053,M,11,14.0,113.2977294921875,Bali Sea
2025-09-30 19:19:41.839932+00:00,-7.247725009918213,114.19949340820312,2.930272511857312,M,10,20.0,124.28020477294922,Bali Sea
2025-09-30 19:18:39.324377+00:00,-7.29229736328125,114.13600158691406,2.647145455791399,M,10,19.0,110.62503051757812,Bali Sea
2025-09-30 18:58:55.255068+00:00,-7.26545238494873,114.07830047607422,3.3723003462266217,M,18,16.0,107.3567886352539,Bali Sea
2025-09-30 18:57:52.386980+00:00,-7.282849311828613,114.1736602783203,3.4119898312240315,M,10,27.0,115.89215850830078,Bali Sea
2025-09-30 18:53:32.652622+00:00,-7.29905366897583,114.1209716796875,2.522927988451792,M,12,8.0,107.83876037597656,Bali Sea
2025-09-30 18:44:39.533933+00:00,-7.295272827148438,114.14249420166016,2.017477321052741,MLv,20,10.0,110.8780517578125,Bali Sea
2025-09-30 18:43:26.740084+00:00,-7.22994327545166,114.1758575439453,2.6943048092225976,M,10,13.0,125.5749969482422,Bali Sea
2025-09-30 18:40:39.114977+00:00,-7.267601013183594,114.09194946289062,2.7952060415117064,M,37,15.0,109.02074432373048,Bali Sea
2025-09-30 18:39:32.133465+00:00,-7.284061908721924,114.15167236328124,2.3050521520672564,MLv,20,15.0,169.66944885253906,Bali Sea
2025-09-30 18:36:47.477691+00:00,-7.264373302459717,114.1251220703125,2.5054378931914543,MLv,13,18.0,113.94020080566406,Bali Sea
2025-09-30 18:34:25.217057+00:00,-7.254444599151611,114.12744903564452,2.709770253723897,MLv,15,18.0,115.9625473022461,Bali Sea
2025-09-30 18:25:18.290668+00:00,-7.298066139221191,114.10977935791016,2.159169217788558,M,11,9.0,203.04991149902344,Bali Sea
2025-09-30 18:22:36.315154+00:00,-7.288191318511963,114.1703109741211,2.898724583233322,M,10,11.0,194.12008666992188,Bali Sea
2025-09-30 18:16:18.877926+00:00,-7.259883403778076,114.1689910888672,2.788868386331098,M,12,14.0,119.46057891845705,Bali Sea
2025-09-30 18:14:55.360457+00:00,-7.445432662963867,113.72335815429688,2.525211918853868,M,21,17.0,97.10980987548828,"Java, Indonesia"
2025-09-30 18:11:07.670127+00:00,-7.254069805145264,114.0928497314453,2.80192946400515,M,19,18.0,111.45833587646484,Bali Sea
2025-09-30 18:09:58.555445+00:00,-7.172472953796387,114.12674713134766,2.7170847569572825,MLv,15,14.0,133.00504302978516,Bali Sea
2025-09-30 18:04:06.151121+00:00,-7.271039009094238,114.13378143310548,2.7200575322399456,M,15,15.0,113.8283462524414,Bali Sea
2025-09-30 17:56:50.266217+00:00,-7.252518653869629,114.20075225830078,3.4151888702484974,MLv,18,30.0,117.9384002685547,Bali Sea
2025-09-30 17:49:51.484789+00:00,-7.231532096862793,114.1522979736328,2.406649054958069,MLv,19,8.0,123.0064239501953,Bali Sea
2025-09-30 17:43:01.008431+00:00,-7.263413429260254,114.14203643798828,3.517643100593427,MLv,13,25.0,116.06663513183594,Bali Sea
2025-09-30 17:41:49.049342+00:00,-7.223959922790527,114.13289642333984,2.9337193819098277,MLv,10,11.0,176.8272247314453,Bali Sea
2025-09-30 17:29:31.098681+00:00,-7.240328788757324,114.07306671142578,2.9531461213322685,MLv,22,24.0,110.87934112548828,Bali Sea
2025-09-30 17:27:15.988579+00:00,-7.252532005310059,114.16320037841795,3.054277127182148,MLv,11,28.0,120.2020263671875,Bali Sea
2025-09-30 17:23:17.540450+00:00,-7.255147457122803,114.18917083740234,2.6828205225019026,MLv,14,12.0,194.51321411132807,Bali Sea
2025-09-30 17:15:57.966686+00:00,-7.27187442779541,114.16291046142578,4.324921555575745,MLv,15,48.0,57.11295509338379,Bali Sea
2025-09-30 17:11:23.015897+00:00,-7.274324893951416,114.0116195678711,2.8103784937323577,MLv,12,11.0,145.2788543701172,Bali Sea
2025-09-30 17:08:55.076797+00:00,-7.272986888885498,114.13440704345705,2.9367534943510285,MLv,14,23.0,113.5730209350586,Bali Sea
2025-09-30 16:49:44.894004+00:00,-7.347662448883057,114.22245025634766,5.893099112455015,Mw,16,407.0,129.70809169066635,Bali Sea
2025-09-30 16:41:19.166052+00:00,-2.756381034851074,140.44561767578125,2.02729657729391,M,29,10.0,76.54724884033203,Near North Coast of West Papua
2025-09-30 16:22:56.922654+00:00,-6.254127502441406,130.10562133789062,3.5258967247661315,M,143,10.0,82.18232727050781,Banda Sea
2025-09-30 15:56:25.312425+00:00,-7.954310894012451,117.7572021484375,2.414647981600864,M,26,17.0,208.6490936279297,Bali Sea
2025-09-30 15:12:31.464247+00:00,-7.826549530029297,114.41192626953124,2.770179369004403,M,19,15.0,188.9172515869141,Bali Sea
2025-09-30 14:53:20.373150+00:00,0.3372528553009033,122.10906219482422,3.705609041030604,M,172,33.0,83.30390167236328,"Minahassa Peninsula, Sulawesi"
2025-09-30 13:47:34.339613+00:00,-2.364022016525269,140.4857177734375,2.587864657718471,M,10,7.0,249.9655914306641,Near North Coast of West Papua
2025-09-30 13:18:06.028733+00:00,-2.2670297622680664,139.1969757080078,4.915879716780846,MLv,16,29.0,147.4192123413086,Near North Coast of West Papua
2025-09-30 12:23:42.540014+00:00,-9.413631439208984,114.03515625,4.117693980210089,M,10,35.0,229.2325897216797,"South of Bali, Indonesia"
2025-09-30 12:18:17.944604+00:00,-8.47929859161377,121.68592834472656,1.752613949892079,MLv,10,11.0,166.93071746826172,"Flores Region, Indonesia"
2025-09-30 11:00:51.844367+00:00,-2.9619665145874023,128.53794860839844,2.7533044786765783,M,41,15.0,91.7720832824707,Ceram Sea
2025-09-30 10:58:10.333880+00:00,-9.73774528503418,118.56887817382812,2.124769233914048,MLv,10,20.0,226.3148193359375,"Sumbawa Region, Indonesia"
2025-09-30 10:56:52.359545+00:00,0.9831905961036682,126.10804748535156,2.612992020255987,MLv,14,10.0,162.7527618408203,Northern Molucca Sea
2025-09-30 10:52:55.160774+00:00,-1.3523608446121216,120.48828125,2.203742307921335,MLv,10,28.0,73.27157592773438,"Sulawesi, Indonesia"
2025-09-30 10:11:06.513829+00:00,4.534832000732422,127.68679809570312,3.770543381666305,M,19,14.0,213.1600341796875,"Talaud Islands, Indonesia"
2025-09-30 09:58:13.000564+00:00,-0.796400249004364,99.4020538330078,2.467058787261928,MLv,25,17.0,155.0199317932129,"Southern Sumatra, Indonesia"
2025-09-30 09:58:09.528727+00:00,-0.7517597079277039,133.31825256347656,2.566813798424937,MLv,13,13.0,207.8452377319336,"West Papua Region, Indonesia"
2025-09-30 09:45:50.922547+00:00,-3.2680864334106445,135.80685424804688,2.7881001958958995,M,27,5.0,108.17943382263184,"West Papua Region, Indonesia"
2025-09-30 09:39:46.556474+00:00,1.919341206550598,125.40128326416016,3.195068600754221,MLv,98,19.0,116.72208404541016,Northern Molucca Sea
2025-09-30 09:28:37.752785+00:00,-3.2473392486572266,128.7108154296875,3.571757978998402,MLv,10,10.0,115.37403869628906,"Seram, Indonesia"
2025-09-30 08:15:19.005350+00:00,-8.179683685302734,107.39093017578124,3.404713541988657,M,15,30.0,244.8238296508789,"Java, Indonesia"
2025-09-30 08:13:40.727843+00:00,-7.853941917419434,114.40972900390624,2.602567151412086,MLv,14,14.0,196.22320556640625,Bali Sea
2025-09-30 08:04:27.384429+00:00,-6.129477977752686,105.09949493408205,3.980195601422903,M,66,36.0,172.93075561523438,"Sunda Strait, Indonesia"
2025-09-30 07:14:53.968858+00:00,-2.3658721446990967,140.499755859375,2.307597412819245,MLv,16,8.0,250.042106628418,Near North Coast of West Papua
2025-09-30 07:02:54.621477+00:00,1.208323359489441,118.51866149902344,3.006218078552972,MLv,13,10.0,143.0609130859375,Borneo
2025-09-30 07:02:22.007610+00:00,-8.16680908203125,107.37712097167967,3.3092404297058198,M,13,21.0,243.99149322509768,"Java, Indonesia"
2025-09-30 07:00:56.586284+00:00,-9.413338661193848,113.987060546875,2.8339239834892944,MLv,23,16.0,257.677978515625,"South of Java, Indonesia"
2025-09-30 06:56:16.827141+00:00,-9.47732639312744,120.31063842773438,2.3426962498291477,MLv,60,19.0,87.84188842773438,"Sumba Region, Indonesia"
2025-09-30 06:53:07.909374+00:00,-9.36822509765625,117.50546264648438,2.749295088082944,MLv,29,32.0,182.6827850341797,"Sumbawa Region, Indonesia"
2025-09-30 06:24:47.219860+00:00,-8.945536613464355,124.15878295898438,3.982875572469284,MLv,72,48.0,59.62550354003906,Timor Region
2025-09-30 05:53:45.806910+00:00,-8.338301658630371,107.32474517822266,4.1170234008324975,M,10,52.0,222.24445343017575,"Java, Indonesia"
2025-09-30 05:49:59.108204+00:00,-0.6126528978347778,123.34671783447266,3.186609707561652,MLv,10,20.0,155.50775146484375,"Minahassa Peninsula, Sulawesi"
2025-09-30 05:33:43.780344+00:00,-1.5691230297088623,120.12479400634766,2.49613763225464,M,10,16.0,49.24468994140625,"Sulawesi, Indonesia"
2025-09-30 05:03:36.426129+00:00,-8.27637004852295,117.17607879638672,2.964781631906527,MLv,266,43.0,189.37268829345703,"Sumbawa Region, Indonesia"
2025-09-30 04:18:07.628361+00:00,-9.229150772094728,118.14439392089844,2.304152737831391,MLv,27,16.0,173.7277069091797,"Sumbawa Region, Indonesia"
2025-09-30 04:14:01.964951+00:00,-9.111197471618652,114.07070922851562,3.348170758597196,M,28,45.0,200.4278945922852,"South of Bali, Indonesia"
2025-09-30 04:07:52.047293+00:00,-8.007214546203613,107.46367645263672,2.961675404389553,MLv,26,30.0,228.41998291015625,"Java, Indonesia"
2025-09-30 03:43:01.235185+00:00,-1.93407142162323,101.08148193359376,2.931210733746435,MLv,64,20.0,56.39953994750977,"Southern Sumatra, Indonesia"
2025-09-30 02:25:33.225632+00:00,0.9042873978614808,119.93621826171876,2.945874576449922,M,10,8.0,150.5969467163086,"Minahassa Peninsula, Sulawesi"
2025-09-30 01:47:07.380057+00:00,-2.836729049682617,139.4622039794922,3.4324828045586213,M,25,12.0,116.28640747070312,Near North Coast of West Papua
2025-09-30 01:41:29.726334+00:00,-8.191765785217285,107.39622497558594,3.443395123662819,M,10,33.0,230.0059051513672,"Java, Indonesia"
2025-09-30 00:30:58.534001+00:00,-8.038421630859375,108.10370635986328,3.41754827349874,M,38,22.0,218.2766265869141,"Java, Indonesia"
2025-09-29 23:21:18.433425+00:00,-6.1166090965271,130.40550231933594,4.083449808051082,M,141,12.0,179.57093811035156,Banda Sea
2025-09-29 23:08:19.080478+00:00,-8.847384452819824,111.10832214355467,2.6642075636934104,M,10,15.0,282.11730766296387,"Java, Indonesia"
2025-09-29 22:38:28.496735+00:00,1.1034516096115112,126.10108947753906,3.0471316994983426,ML,24,11.0,136.78872680664062,Northern Molucca Sea
2025-09-29 22:33:01.344016+00:00,-2.063885450363159,120.62249755859376,2.607790036451534,M,10,25.0,90.28654861450195,"Sulawesi, Indonesia"
2025-09-29 22:30:16.275849+00:00,-8.20590591430664,107.38631439208984,4.666769751474286,Mw,50,204.0,220.28987664599637,"Java, Indonesia"
2025-09-29 21:54:18.198544+00:00,3.246849536895752,127.95455169677734,3.123095588814518,ML,10,18.0,221.91961669921875,"Talaud Islands, Indonesia"
2025-09-29 21:42:59.879880+00:00,-8.438587188720703,112.58687591552734,2.7392043916667395,M,97,20.0,188.47151947021484,"Java, Indonesia"
2025-09-29 21:40:33.783140+00:00,-8.290648460388184,124.11529541015624,2.6363148739888014,M,174,15.0,154.7809066772461,Timor Region
2025-09-29 21:23:28.708781+00:00,-8.248368263244629,108.2530288696289,2.8334797063468105,M,24,31.0,214.03225708007807,"Java, Indonesia"
2025-09-29 21:10:17.135277+00:00,2.121088981628418,126.69332122802734,3.74645649027552,M,10,20.0,112.21278381347656,Northern Molucca Sea
2025-09-29 20:50:14.153186+00:00,-10.214468002319336,120.20870208740234,2.458683672486871,ML,19,45.0,192.6443862915039,"Sumba Region, Indonesia"
2025-09-29 20:49:34.812491+00:00,2.1524438858032227,126.71621704101562,2.81248957016609,MLv,10,17.0,113.9968490600586,Northern Molucca Sea
2025-09-29 20:46:32.538529+00:00,-0.0321054235100746,123.44125366210938,1.879648763160648,MLv,93,10.0,156.5506248474121,"Minahassa Peninsula, Sulawesi"
2025-09-29 20:02:58.330325+00:00,-1.987659215927124,120.13369750976562,1.8887548029093055,M,10,19.0,64.47076416015625,"Sulawesi, Indonesia"
2025-09-29 19:56:45.070872+00:00,-8.419437408447266,120.51318359375,1.4145245020303456,ML,15,17.0,94.77781677246094,"Flores Region, Indonesia"
2025-09-29 19:51:02.921172+00:00,2.094556331634521,126.65740203857422,3.1495383427806063,M,10,15.0,106.54896545410156,Northern Molucca Sea
2025-09-29 19:46:09.866327+00:00,-4.926376342773438,103.02783966064452,2.8776578761655145,M,31,28.0,128.31085968017578,"Southern Sumatra, Indonesia"
2025-09-29 19:45:52.144930+00:00,-1.3110979795455933,120.61630249023438,2.471542814027586,M,10,43.0,78.49339294433594,"Sulawesi, Indonesia"
2025-09-29 19:39:04.733532+00:00,-7.899927616119385,119.01856231689452,2.5234101143292325,M,28,53.0,122.83392524719238,Flores Sea
2025-09-29 19:33:41.779699+00:00,-10.491979598999023,124.3666763305664,2.32557363104272,MLv,26,11.0,237.5678749084473,Timor Region
2025-09-29 19:32:12.787513+00:00,2.127551317214966,126.70249938964844,3.4581818091678134,ML,10,16.0,88.41613006591797,Northern Molucca Sea
2025-09-29 19:26:45.869947+00:00,-1.2962664365768433,120.60611724853516,2.257559063759468,ML,10,51.0,51.27797794342041,"Sulawesi, Indonesia"
2025-09-29 19:25:26.796530+00:00,-1.673664927482605,97.7700424194336,4.0608803036941845,ML,56,54.0,227.0268859863281,"Southwest of Sumatra, Indonesia"
2025-09-29 19:25:22.263347+00:00,-3.509962558746338,135.4920196533203,2.364514991637244,M,23,10.0,156.65213012695312,"West Papua Region, Indonesia"
2025-09-29 19:13:22.057262+00:00,-3.710335969924927,128.3755645751953,2.5372009981104617,M,11,12.0,198.5733337402344,"Seram, Indonesia"
2025-09-29 19:03:46.242578+00:00,2.185781240463257,126.68943786621094,2.732572391103335,ML,10,22.0,90.14446258544922,Northern Molucca Sea
2025-09-29 18:51:27.895493+00:00,0.2196817100048065,122.60590362548828,2.576536973788201,M,139,13.0,94.5930881500244,"Minahassa Peninsula, Sulawesi"
2025-09-29 18:51:18.696194+00:00,-8.418798446655273,115.957763671875,2.3396447891132484,MLv,162,34.0,166.4563751220703,"Bali Region, Indonesia"
2025-09-29 18:43:54.998450+00:00,-4.3544440269470215,137.00885009765625,3.9101779363240583,ML,32,18.0,83.33709716796875,"West Papua, Indonesia"
2025-09-29 18:43:03.264351+00:00,-7.86775541305542,114.40464782714844,2.377443426971963,M,10,21.0,137.01600646972656,Bali Sea
2025-09-29 18:42:09.780326+00:00,-2.6272261142730717,121.39679718017578,2.2464478060278927,M,10,17.0,128.06004333496094,"Sulawesi, Indonesia"
2025-09-29 18:40:54.046348+00:00,-2.6206085681915283,129.6694793701172,2.3237782870634263,M,77,9.0,105.27957153320312,"Seram, Indonesia"
2025-09-29 17:48:09.553448+00:00,-1.8955037593841555,128.06631469726562,3.0453757717270515,M,15,10.0,106.67170715332033,"Halmahera, Indonesia"
2025-09-29 17:45:30.246647+00:00,-8.925939559936523,116.33216094970705,2.488923555186325,M,10,16.0,195.84105682373047,"Sumbawa Region, Indonesia"
2025-09-29 17:00:28.368531+00:00,-10.012080192565918,119.7320098876953,1.938506807648331,MLv,16,12.0,241.10332107543945,"Sumba Region, Indonesia"
2025-09-29 16:59:13.648907+00:00,-8.479660034179688,117.19305419921876,2.166278900090072,M,10,20.0,181.26436614990237,"Sumbawa Region, Indonesia"
2025-09-29 16:24:59.283074+00:00,-9.27468490600586,119.43988800048828,2.520759651966373,MLv,39,31.0,53.96336364746094,"Sumba Region, Indonesia"
2025-09-29 15:29:51.850682+00:00,-8.278799057006836,115.9426727294922,1.891045016613489,M,10,10.0,216.37796020507807,"Bali Region, Indonesia"
2025-09-29 14:50:54.013953+00:00,-0.8914291858673096,133.92430114746094,3.137644764689252,M,10,8.0,232.8388366699219,"West Papua Region, Indonesia"
2025-09-29 14:34:34.242786+00:00,-8.767131805419922,118.56961822509766,0.8291244703406013,ML,32,7.0,196.1014175415039,"Sumbawa Region, Indonesia"
2025-09-29 13:41:46.023569+00:00,-0.6397978663444519,127.6987075805664,2.09370695767891,M,105,11.0,132.62977981567383,"Halmahera, Indonesia"
2025-09-29 13:26:07.105119+00:00,-8.389605522155762,119.84124755859376,2.004470192464945,M,149,17.0,176.8123016357422,"Flores Region, Indonesia"
2025-09-29 13:14:53.878539+00:00,-8.435166358947754,108.4796905517578,3.8249808848667337,MLv,10,44.0,226.94922637939453,"Java, Indonesia"
2025-09-29 13:12:43.388602+00:00,-8.32643985748291,118.89409637451172,2.0252548477838017,M,136,15.0,185.8605117797852,"Sumbawa Region, Indonesia"
2025-09-29 09:46:06.954059+00:00,0.3853151202201843,121.1763458251953,2.3065603872167677,M,71,11.0,121.40311431884766,"Minahassa Peninsula, Sulawesi"
2025-09-29 08:55:25.780247+00:00,-9.455483436584473,119.28225708007812,2.6976600107285127,M,32,24.0,94.57815551757812,"Sumba Region, Indonesia"
2025-09-29 08:27:55.806024+00:00,4.1503357887268075,97.46781158447266,2.59686437023419,M,10,14.0,86.68847465515137,"Northern Sumatra, Indonesia"
2025-09-29 07:21:36.210618+00:00,-8.230856895446777,119.73702239990234,2.561926693903466,M,161,23.0,132.20672225952148,"Flores Region, Indonesia"
2025-09-29 07:11:23.161937+00:00,-1.1082209348678589,121.25704193115234,2.6537261930563405,MLv,10,13.0,135.82222366333008,"Sulawesi, Indonesia"
2025-09-29 06:59:25.513033+00:00,-6.812153816223145,106.45145416259766,2.822796352993499,M,12,26.0,93.46697998046876,"Java, Indonesia"
2025-09-29 06:47:05.808810+00:00,-1.6437362432479858,137.42361450195312,4.255081232673899,M,51,13.0,187.59343719482425,Near North Coast of West Papua
2025-09-29 05:08:01.698050+00:00,4.148826599121094,97.4606704711914,4.059775142738162,M,10,18.0,132.89783477783203,"Northern Sumatra, Indonesia"
2025-09-29 05:06:18.782065+00:00,4.1461195945739755,97.5043487548828,4.396940086032845,M,10,23.0,83.64828872680664,"Northern Sumatra, Indonesia"
2025-09-29 05:03:28.408730+00:00,-8.090742111206055,124.64176177978516,4.214492265468019,Mw,63,39.0,183.7278718281093,Timor Region
2025-09-29 04:24:04.831318+00:00,-1.347327709197998,121.09793090820312,2.4198490261918573,M,10,13.0,107.51964950561523,"Sulawesi, Indonesia"
2025-09-29 04:13:43.301574+00:00,-2.658884048461914,129.47166442871094,4.485679800335178,M,10,54.0,47.59561157226562,"Seram, Indonesia"
2025-09-29 03:11:47.005067+00:00,-2.73941421508789,129.49896240234375,4.224018242353474,M,14,21.0,104.60442352294922,"Seram, Indonesia"
2025-09-28 18:43:39.705260+00:00,-2.780836582183838,129.63156127929688,3.634146869996464,MLv,15,39.0,98.00714111328124,"Seram, Indonesia"
2025-09-28 18:38:07.505282+00:00,1.8999037742614744,96.54652404785156,3.527802530066736,ML,40,49.0,187.87847900390625,Off West Coast of Northern Sumatra
2025-09-28 18:08:43.094599+00:00,-9.253048896789553,118.94820404052734,2.155937842109686,ML,49,36.0,106.77125549316406,"Sumbawa Region, Indonesia"
2025-09-28 18:04:57.389068+00:00,-10.278956413269045,119.1179428100586,2.3068862005103385,ML,14,30.0,223.68618774414065,"Sumba Region, Indonesia"
2025-09-28 17:21:19.979190+00:00,-2.176015615463257,139.69671630859375,4.494837314901613,MLv,13,63.0,180.40947723388672,Near North Coast of West Papua
2025-09-28 17:05:05.542186+00:00,-3.275222063064575,139.82957458496094,3.878646366395648,MLv,89,46.0,60.39224243164062,"West Papua, Indonesia"
2025-09-28 15:38:57.043305+00:00,1.053154468536377,98.01506042480467,2.9621745153508066,MLv,10,28.0,64.90630531311035,"Northern Sumatra, Indonesia"
2025-09-28 15:04:38.548322+00:00,-1.0768872499465942,120.16374969482422,2.6850931631857606,ML,10,41.0,53.31924819946289,"Sulawesi, Indonesia"
2025-09-28 14:29:00.609822+00:00,5.897425174713135,126.40938568115234,4.162370818698364,MLv,104,25.0,188.3285980224609,"Mindanao, Philippines"
